monitor 253,monitor 254,monitor 255,
0,0,0.00102771,
0,0,0.00585361,
0,0,0.0104975,
0,0,0.0105668,
0,0,0.0118692,
0,0,0.0178606,
0,0,0.0234556,
0,0,0.0241822,
0,0,0.0241563,
0,0,0.0286113,
0,0,0.0344959,
0,0,0.0359899,
0,0,0.0349275,
0,0,0.0374238,
0,0,0.0428688,
0,0,0.0450626,
0,0,0.0433509,
0,0,0.0437322,
0,0,0.0480437,
0,0,0.0506972,
0,0,0.0487426,
0,0,0.0471202,
0,0,0.0497362,
0,0,0.0524711,
0,0,0.0506263,
0,0,0.0473441,
0,0,0.0479116,
0,0,0.0502741,
0,0,0.0487838,
0,0,0.044355,
0,0,0.0427777,
0,0,0.0443123,
0,0,0.0432817,
0,0,0.0383066,
0,0,0.0347551,
0,0,0.035083,
0,0,0.0344761,
0,0,0.0295563,
0,0,0.0244432,
0,0,0.0233301,
0,0,0.0229919,
0,0,0.0186496,
0,0,0.0125725,
0,0,0.00997684,
0,0,0.0096791,
0,0,0.0062961,
0,0,4.53027e-005,
0,0,0.00395436,
0,0,0.00445488,
0,0,0.00667142,
0,0,0.0125666,
0,0,0.0174225,
0,0,0.0183257,
0,0,0.019349,
0,0,0.0241677,
0,0,0.0294496,
0,0,0.0308616,
0,0,0.0308229,
0,0,0.0340904,
0,0,0.0391909,
0,0,0.0410923,
0,0,0.0402366,
0,0,0.0416854,
0,0,0.0459915,
0,0,0.04823,
0,0,0.0468604,
0,0,0.046451,
0,0,0.0494285,
0,0,0.0517349,
0,0,0.0501509,
0,0,0.0480587,
0,0,0.0493224,
0,0,0.051353,
0,0,0.0498039,
0,0,0.0463832,
0,0,0.0457485,
0,0,0.0471363,
0,0,0.0457818,
0,0,0.041507,
0,0,0.0390163,
0,0,0.0394341,
0,0,0.0383299,
0,0,0.0337254,
0,0,0.0296423,
0,0,0.0288611,
0,0,0.0279629,
0,0,0.0235316,
0,0,0.0183053,
0,0,0.0162411,
0,0,0.0154307,
0,0,0.0115935,
0,0,0.00580083,
0,0,0.00253971,
0,0,0.00166299,
0,0,0.00128515,
0,0,0.00701448,
0,0,0.0112157,
0,0,0.0123035,
0,0,0.0142144,
0,0,0.0192757,
0,0,0.0240145,
0,0,0.0254074,
0,0,0.0262783,
0,0,0.0301639,
0,0,0.0349382,
0,0,0.0366474,
0,0,0.0365985,
0,0,0.0389557,
0,0,0.0432274,
0,0,0.0451651,
0,0,0.0444006,
0,0,0.045065,
0,0,0.0483291,
0,0,0.0503119,
0,0,0.0490747,
0,0,0.0480799,
0,0,0.049932,
0,0,0.0517043,
0,0,0.0502297,
0,0,0.0477884,
0,0,0.0479776,
0,0,0.0492479,
0,0,0.0477263,
0,0,0.0441931,
0,0,0.0426575,
0,0,0.0431477,
0,0,0.0417001,
0,0,0.0375167,
0,0,0.0343918,
0,0,0.0338846,
0,0,0.0325528,
0,0,0.0281879,
0,0,0.0237926,
0,0,0.022176,
0,0,0.0209334,
0,0,0.0168235,
0,0,0.0116192,
0,0,0.00891524,
0,0,0.00768686,
0,0,0.0041877,
0,0,0.00127729,
0,0,0.0048999,
0,0,0.00620408,
0,0,0.00885132,
0,0,0.0140102,
0,0,0.0182475,
0,0,0.0196985,
0,0,0.0213797,
0,0,0.0257137,
0,0,0.030157,
0,0,0.0317778,
0,0,0.0325015,
0,0,0.0355987,
0,0,0.0397811,
0,0,0.0415263,
0,0,0.041401,
0,0,0.043,
0,0,0.0464544,
0,0,0.0482046,
0,0,0.0474069,
0,0,0.0474208,
0,0,0.0497383,
0,0,0.051309,
0,0,0.0500435,
0,0,0.0485583,
0,0,0.0494431,
0,0,0.0506092,
0,0,0.0490743,
0,0,0.0463295,
0,0,0.0456381,
0,0,0.0461685,
0,0,0.0445238,
0,0,0.040872,
0,0,0.0386348,
0,0,0.0383334,
0,0,0.0366858,
0,0,0.0325445,
0,0,0.0289639,
0,0,0.0277057,
0,0,0.0261025,
0,0,0.0219005,
0,0,0.0173294,
0,0,0.015093,
0,0,0.0135323,
0,0,0.00965906,
0,0,0.00455966,
0,0,0.00144443,
0,0,0.00010725,
0,0,0.00334178,
0,0,0.00845311,
0,0,0.0122256,
0,0,0.0138066,
0,0,0.0161976,
0,0,0.0208107,
0,0,0.0249146,
0,0,0.0265432,
0,0,0.0279998,
0,0,0.0316685,
0,0,0.0357064,
0,0,0.0373595,
0,0,0.0378976,
0,0,0.0402894,
0,0,0.0438384,
0,0,0.0454407,
0,0,0.0451625,
0,0,0.0460896,
0,0,0.0487517,
0,0,0.0501753,
0,0,0.049241,
0,0,0.0486781,
0,0,0.0501313,
0,0,0.0512079,
0,0,0.0498015,
0,0,0.0478769,
0,0,0.0479176,
0,0,0.048463,
0,0,0.0467626,
0,0,0.0437366,
0,0,0.0423097,
0,0,0.0421533,
0,0,0.0403079,
0,0,0.0365327,
0,0,0.0337393,
0,0,0.0327574,
0,0,0.0308736,
0,0,0.0267501,
0,0,0.022843,
0,0,0.0209874,
0,0,0.0191253,
0,0,0.015052,
0,0,0.0104057,
0,0,0.00772627,
0,0,0.00590966,
0,0,0.0022401,
0,0,0.00269096,
0,0,0.00603933,
0,0,0.00780743,
0,0,0.0107972,
0,0,0.0155298,
0,0,0.0192943,
0,0,0.0210133,
0,0,0.0231462,
0,0,0.0272223,
0,0,0.0310722,
0,0,0.0327249,
0,0,0.0339288,
0,0,0.0369663,
0,0,0.0405272,
0,0,0.0420649,
0,0,0.0423649,
0,0,0.0440979,
0,0,0.0469934,
0,0,0.0483291,
0,0,0.0478285,
0,0,0.048135,
0,0,0.0500347,
0,0,0.0510464,
0,0,0.049897,
0,0,0.0488022,
0,0,0.049463,
0,0,0.0500108,
0,0,0.0483895,
0,0,0.0460588,
0,0,0.0453566,
0,0,0.0452988,
0,0,0.0433765,
0,0,0.0400888,
0,0,0.038042,
0,0,0.0372665,
0,0,0.0351916,
0,0,0.0313003,
0,0,0.028068,
0,0,0.0265154,
0,0,0.0244017,
0,0,0.0202943,
0,0,0.0161646,
0,0,0.0138493,
0,0,0.0117734,
0,0,0.00782612,
0,0,0.00318663,
0,0,0.00021248,
0,0,0.00177964,
0,0,0.00524192,
0,0,0.00994839,
0,0,0.0133881,
0,0,0.0152663,
0,0,0.017997,
0,0,0.0223205,
0,0,0.0259552,
0,0,0.0276919,
0,0,0.0295397,
0,0,0.0330724,
0,0,0.0365776,
0,0,0.0381325,
0,0,0.0390442,
0,0,0.0414637,
0,0,0.0444959,
0,0,0.0458085,
0,0,0.045821,
0,0,0.046923,
0,0,0.0491558,
0,0,0.05014,
0,0,0.0493615,
0,0,0.049081,
0,0,0.0502494,
0,0,0.0508016,
0,0,0.0493857,
0,0,0.0477935,
0,0,0.0477252,
0,0,0.0477368,
0,0,0.0458604,
0,0,0.0431552,
0,0,0.041798,
0,0,0.0411731,
0,0,0.0390082,
0,0,0.0354857,
0,0,0.0329192,
0,0,0.0315989,
0,0,0.0292982,
0,0,0.0253132,
0,0,0.0217439,
0,0,0.0197253,
0,0,0.0174138,
0,0,0.0133426,
0,0,0.00908434,
0,0,0.00643334,
0,0,0.00420279,
0,0,0.000401201,
0,0,0.00415379,
0,0,0.00729274,
0,0,0.00937692,
0,0,0.0126092,
0,0,0.0170348,
0,0,0.0204439,
0,0,0.0223324,
0,5.29396e-023,0.0247753,
0,1.3497e-022,0.0286568,
0,3.68681e-022,0.0320606,
0,9.80454e-022,0.0337084,
0,2.58538e-021,0.0352354,
0,6.7542e-021,0.0382133,
0,1.74826e-020,0.0413034,
0,4.48356e-020,0.0426604,
0,1.13928e-019,0.0432384,
0,2.86834e-019,0.0450458,
0,7.15522e-019,0.0475134,
0,1.76853e-018,0.0485183,
0,4.33107e-018,0.0482006,
0,1.05093e-017,0.0486916,
0,2.52666e-017,0.0502622,
0,6.01883e-017,0.0508391,
0,1.42059e-016,0.0497432,
0,3.32212e-016,0.048904,
0,7.69741e-016,0.0493753,
0,1.76708e-015,0.0494452,
0,4.01924e-015,0.0477327,
0,9.05742e-015,0.0456772,
0,2.02222e-014,0.0449429,
0,4.47313e-014,0.0444323,
0,9.80268e-014,0.0422849,
0,2.12824e-013,0.0392406,
0,4.57752e-013,0.0373104,
0,9.75354e-013,0.0361676,
0,2.05876e-012,0.0337639,
0,4.30479e-012,0.030042,
0,8.9163e-012,0.0270493,
0,1.82933e-011,0.0252641,
0,3.71757e-011,0.0227642,
0,7.4829e-011,0.0187204,
0,1.49179e-010,0.0149081,
0,2.94547e-010,0.0125254,
0,5.75957e-010,0.0100648,
0,1.11531e-009,0.00606445,
0,2.1387e-009,0.00176544,
0,4.06095e-009,0.00110707,
0,7.63497e-009,0.00342375,
0,1.42122e-008,0.00704522,
0,2.61916e-008,0.0114417,
0,4.77836e-008,0.0146301,
0,8.62945e-008,0.0167227,
0,1.54256e-007,0.0196899,
0,2.72909e-007,0.0237793,
0,4.77834e-007,0.0270528,
0,8.27901e-007,0.0288599,
0,1.41932e-006,0.0309792,
0,2.40736e-006,0.034384,
0,4.03932e-006,0.0374721,
0,6.70407e-006,0.0389402,
0,1.10046e-005,0.0401094,
0,1.78633e-005,0.0425186,
0,2.86707e-005,0.045137,
0,4.54927e-005,0.0462156,
0,7.13516e-005,0.0464249,
0,0.000110599,0.0476253,
0,0.000169396,0.0495043,
0,0.000256319,0.0501398,
0,0.000383082,0.0494598,
0,0.000565378,0.0493593,
0,0.000823792,0.050277,
0,0.00118472,0.0504121,
0,0.00168119,0.0489755,
0,0.00235332,0.047609,
0,0.00324841,0.0474233,
0,0.00442005,0.0470068,
0,0.00592626,0.0449849,
0,0.00782603,0.042504,
0,0.0101743,0.0411688,
0,0.0130149,0.040165,
0,0.0163717,0.0377496,
0,0.0202387,0.0344085,
0,0.0245686,0.0319892,
0,0.029264,0.0303886,
0,0.0341683,0.0277664,
0,0.0390643,0.0238873,
0,0.043677,0.0205598,
0,0.0476872,0.0183958,
0,0.0507537,0.0157381,
0,0.052546,0.0116778,
0,0.0527852,0.00771321,
0,0.0512872,0.00506889,
0,0.0480065,0.00251928,
0,0.0430661,0.00136806,
0,0.0367719,0.00562592,
0,0.0295995,0.00861136,
0,0.022152,0.0109388,
0,0.0150877,0.0143377,
0,0.0090256,0.0185076,
0,0.00444149,0.0216416,
0,0.00157396,0.0236593,
0,0.000361191,0.0263195,
0,0.000427693,0.0300219,
0,0.00113305,0.0330698,
0,0.0016825,0.0347109,
0,0.00128454,0.0364666,
0,0.000673951,0.0393635,
0,0.00447427,0.0420681,
0,0.00997501,0.0432794,
0,0.0166155,0.044055,
0,0.0235247,0.0458831,
0,0.0297211,0.0479886,
0,0.034359,0.0487267,
0,0.0369599,0.0485373,
0,0.0375597,0.0491366,
0,0.0367211,0.0504163,
0,0.0353922,0.0506413,
0,0.0346396,0.049578,
0,0.0353259,0.048908,
0,0.03783,0.0491932,
0,0.0419023,0.0488717,
0,0.0467193,0.0470833,
0,0.05113,0.0452223,
0,0.0540324,0.0444266,
0,0.054753,0.0435399,
0,0.053298,0.0412133,
0,0.0503735,0.0383484,
0,0.047151,0.03648,
0,0.0448464,0.035027,
0,0.044262,0.0323648,
0,0.0454653,0.0287735,
0,0.0477412,0.0259462,
0,0.0498532,0.0239566,
0,0.0505298,0.0211555,
0,0.0489851,0.0171701,
0,0.0452622,0.0135953,
0,0.0402393,0.0111393,
3.74339e-023,0.0352792,0.00837777,
9.90408e-023,0.031653,0.00435269,
2.39694e-022,0.0299829,0.000322393,
5.97772e-022,0.0299531,0.00248543,
1.47473e-021,0.0304352,0.00505676,
3.60903e-021,0.029991,0.00878036,
8.76529e-021,0.0275384,0.0129188,
2.11242e-020,0.0228728,0.0159174,
5.05181e-020,0.0167899,0.0181799,
1.19885e-019,0.0107302,0.0213076,
2.82311e-019,0.00609861,0.0251863,
6.59686e-019,0.0035786,0.0281737,
1.52964e-018,0.00278532,0.0300383,
3.51951e-018,0.00244585,0.0323471,
8.03546e-018,0.00103789,0.0356152,
1.82043e-017,0.00242409,0.0383611,
4.09228e-017,0.00785891,0.0397624,
9.1281e-017,0.0141343,0.0411155,
2.0203e-016,0.0196416,0.0434759,
4.43675e-016,0.0231417,0.045743,
9.66768e-016,0.0244343,0.0466354,
2.09016e-015,0.024477,0.0469867,
4.48367e-015,0.0248679,0.048225,
9.54275e-015,0.0269588,0.0497907,
2.01509e-014,0.0310841,0.0501435,
4.22166e-014,0.0363485,0.049534,
8.77477e-014,0.0411146,0.0495411,
1.80942e-013,0.04393,0.0502222,
3.70156e-013,0.0443702,0.0500157,
7.51211e-013,0.0432979,0.0485609,
1.51237e-012,0.0423638,0.0473457,
3.02038e-012,0.0430287,0.0470252,
5.98356e-012,0.0456771,0.0462519,
1.17582e-011,0.0493649,0.0441186,
2.29185e-011,0.0523775,0.0418012,
4.43082e-011,0.0532729,0.0404454,
8.4961e-011,0.0517791,0.0391174,
1.61574e-010,0.048978,0.0365083,
3.04739e-010,0.0466395,0.0333089,
5.69991e-010,0.0461063,0.0309764,
1.05724e-009,0.0474299,0.0291272,
1.94455e-009,0.0493242,0.0262551,
3.54642e-009,0.0499853,0.0224699,
6.41298e-009,0.0482673,0.0193159,
1.14976e-008,0.0444459,0.0170094,
2.04364e-008,0.0400558,0.0140789,
3.60106e-008,0.0368861,0.0100471,
6.29002e-008,0.0357876,0.00631247,
1.08904e-007,0.0360945,0.00365053,
1.86885e-007,0.0360673,0.000845797,
3.17844e-007,0.0340786,0.00308471,
5.35704e-007,0.0297419,0.00709471,
8.94696e-007,0.0241986,0.00997295,
1.48056e-006,0.0193468,0.0124981,
2.42739e-006,0.0165264,0.0160025,
3.9425e-006,0.015579,0.0199443,
6.34281e-006,0.014956,0.0228637,
1.0107e-005,0.0128214,0.0249901,
1.59494e-005,0.00837644,0.0277977,
2.49228e-005,0.00245565,0.0313226,
3.85589e-005,0.00305429,0.0340799,
5.90566e-005,0.00657146,0.0357215,
8.95299e-005,0.00797065,0.037638,
0.000134325,0.00867629,0.0404283,
0.00019942,0.010607,0.0428059,
0.000292903,0.0147379,0.0439056,
0.000425544,0.0203517,0.0448249,
0.000611431,0.0255553,0.0466264,
0.000868643,0.0286949,0.0484119,
0.0012199,0.0296055,0.048936,
0.00169316,0.0297384,0.0488418,
0.00232189,0.0310462,0.0494891,
0.00314511,0.034469,0.0504978,
0.00420675,0.0391882,0.0504348,
0.00555429,0.0432447,0.0493967,
0.00723642,0.0450603,0.0488299,
0.00929946,0.0446747,0.0489233,
0.0117826,0.0437192,0.0482766,
0.0147115,0.0441234,0.0464336,
0.0180917,0.0465711,0.0447078,
0.0219,0.0499386,0.0438193,
0.0260768,0.0521856,0.0426105,
0.0305198,0.0519974,0.0401502,
0.035079,0.0498565,0.0374235,
0.0395564,0.0476588,0.0355671,
0.0437108,0.0471658,0.0338384,
0.0472688,0.0485537,0.0309783,
0.0499433,0.0502589,0.0275002,
0.0514577,0.0502675,0.0247794,
0.0515782,0.0477949,0.0225957,
0.0501452,0.0439547,0.0195585,
0.0471065,0.040837,0.01564,
0.042541,0.0397562,0.012245,
0.0366727,0.0401376,0.00970094,
0.0298658,0.0400022,0.00669804,
0.0225995,0.0376553,0.00268073,
0.015421,0.0331503,0.00112713,
0.00888102,0.0282614,0.00390569,
0.0034564,0.0249711,0.00668728,
0.000525882,0.0237623,0.0104636,
0.00295197,0.0232003,0.0143724,
0.00395641,0.0211854,0.0172302,
0.00391819,0.0168016,0.0196382,
0.00341158,0.0111412,0.0228679,
0.00311421,0.00636473,0.026543,
0.00368455,0.00380611,0.0292987,
0.00562965,0.0027954,0.031219,
0.00919023,0.00125817,0.0336582,
0.0142707,0.00242243,0.0367751,
0.0204361,0.00793774,0.0392312,
0.0269844,0.0133075,0.0405869,
0.0330873,0.016647,0.042072,
0.0379728,0.0178632,0.0443486,
0.0411099,0.0187358,0.0463051,
0.0423471,0.0212897,0.047052,
0.0419673,0.0259298,0.0475107,
0.0406317,0.0310484,0.0487381,
0.0392214,0.034484,0.0500131,
0.038606,0.0355047,0.0501346,
0.0394025,0.0354819,0.0495822,
0.041788,0.0366154,0.0496431,
0.0454292,0.039876,0.0500905,
0.0495591,0.0440827,0.0495972,
0.0531883,0.0469925,0.0481325,
0.0553977,0.0473981,0.0470165,
0.0556255,0.0462641,0.0465439,
0.0538578,0.0458178,0.0454643,
0.0506508,0.0474355,0.0432495,
0.0469677,0.050325,0.041054,
0.04387,0.0522701,0.0396425,
0.0421611,0.0517432,0.0380278,
0.0421028,0.049372,0.0352708,
0.0433075,0.0473432,0.0321889,
0.0448604,0.0472981,0.0298972,
0.0456368,0.0487441,0.0278187,
0.0447123,0.0495287,0.0247509,
0.0417152,0.0479307,0.0210553,
0.0369856,0.0443451,0.0180247,
0.0314665,0.0409077,0.0155755,
0.0263567,0.0394125,0.0124283,
0.0226492,0.0395543,0.00844236,
0.0207343,0.0392324,0.00489096,
0.0202322,0.0366301,0.00218978,
0.0201359,0.0320253,0.000822153,
0.0192207,0.0275292,0.0047585,
0.0165588,0.0249994,0.00855466,
0.0119267,0.0241975,0.0113639,
0.00592262,0.0230356,0.0140551,
0.000270588,0.0196805,0.0176151,
0.00538729,0.0144111,0.0213443,
0.00863437,0.00935492,0.0240966,
0.0100508,0.00635522,0.0263203,
0.0104994,0.00511868,0.0292208,
0.0112782,0.00352498,0.0325637,
0.0135192,0.000202235,0.0350789,
0.0176458,0.00566717,0.0367308,
0.0231536,0.0106887,0.0387576,
0.0288281,0.0135187,0.041418,
0.0333142,0.0146235,0.0435106,
0.0357699,0.0161902,0.044527,
0.0362837,0.0198563,0.0455505,
0.0358402,0.0249996,0.0472861,
0.0358339,0.0293672,0.0487798,
0.0373627,0.0314024,0.0491333,
0.0406563,0.0318526,0.0491142,
0.0449401,0.0329784,0.0497618,
0.0488184,0.0361767,0.050509,
0.050996,0.0405032,0.0502062,
0.0509616,0.0436527,0.0491927,
0.0492701,0.044376,0.0486822,
0.0472562,0.0437904,0.0485764,
0.0463179,0.0441904,0.0476512,
0.0471505,0.0466081,0.0457717,
0.0493527,0.0497092,0.0441398,
0.0516348,0.0512068,0.0431342,
0.0525299,0.0502961,0.0416426,
0.0512217,0.0485128,0.0390834,
0.0480184,0.0480861,0.0364668,
0.0441922,0.0495449,0.0345861,
0.0412594,0.0511461,0.0326065,
0.0401038,0.0507538,0.0295931,
0.0404559,0.0481483,0.026216,
0.0410417,0.0452682,0.0235598,
0.040333,0.0441141,0.0211912,
0.0374634,0.0445779,0.0179675,
0.0327638,0.044566,0.0141215,
0.0275819,0.0422881,0.0108629,
0.0234771,0.0382234,0.008222,
0.0212734,0.0346081,0.00502545,
0.0205494,0.0329918,0.00104041,
0.0198948,0.0325442,0.00258201,
0.0177918,0.0309782,0.00535769,
0.0135783,0.0270856,0.00831227,
0.00788529,0.0220875,0.0121014,
0.00225714,0.0182998,0.0158039,
0.00182056,0.0165779,0.0185595,
0.00387026,0.0153783,0.0210924,
0.00473231,0.01249,0.0243757,
0.00601931,0.00751676,0.0278529,
0.0090548,0.00234057,0.0304208,
0.0139873,0.000965889,0.0323958,
0.0196709,0.00244776,0.0349166,
0.0244094,0.00420486,0.0378697,
0.0270796,0.00801452,0.0400771,
0.0278856,0.013309,0.0414036,
0.0282223,0.0177948,0.0429792,
0.0297249,0.0200274,0.0451442,
0.0331422,0.0210353,0.0468241,
0.0378044,0.0231416,0.0474575,
0.0420685,0.0273097,0.0479944,
0.0444474,0.0320262,0.0491702,
0.0446447,0.035007,0.0501737,
0.0437662,0.0357918,0.0501075,
0.0435433,0.0362635,0.0496015,
0.045103,0.0384828,0.0496709,
0.0481548,0.0423107,0.0498857,
0.0511848,0.0455504,0.0491511,
0.0525352,0.0464616,0.0476847,
0.0516008,0.0457618,0.0466257,
0.0492745,0.0457966,0.0459866,
0.0473045,0.0478235,0.0446426,
0.0470162,0.0505448,0.0423722,
0.0483327,0.0516002,0.0402647,
0.0498239,0.050304,0.0387669,
0.0497645,0.048447,0.0368959,
0.0474231,0.0482154,0.034031,
0.043622,0.0496399,0.0310493,
0.0401305,0.0505526,0.0287599,
0.0383359,0.0491202,0.0264663,
0.0381931,0.0459983,0.0232476,
0.0382558,0.0435758,0.0196417,
0.0367847,0.0431773,0.0166953,
0.0330927,0.0435067,0.0141015,
0.0280901,0.0421734,0.0107817,
0.0235961,0.03852,0.00685727,
0.0209355,0.0344163,0.00345385,
0.0199088,0.0320662,0.000696927,
0.0189513,0.0314082,0.00248425,
0.0163696,0.0301923,0.00639662,
0.0116934,0.0266603,0.0100052,
0.0060671,0.0216545,0.0127746,
0.00135738,0.0176389,0.0156054,
0.00132625,0.0157812,0.019181,
0.00251536,0.0145687,0.0227106,
0.00395037,0.0116253,0.0253331,
0.00716522,0.00657119,0.0276435,
0.0122272,0.00150373,0.0305927,
0.0176621,0.00149429,0.0337503,
0.0216409,0.00284061,0.0360623,
0.0234688,0.00494153,0.0377307,
0.024153,0.00928076,0.0398261,
0.0255661,0.0146077,0.0423378,
0.0288855,0.0184205,0.0441797,
0.0335975,0.0199703,0.0451352,
0.0379081,0.0211566,0.0462307,
0.0402313,0.0242161,0.0478696,
0.0405158,0.0289924,0.0490965,
0.040288,0.0331019,0.0493133,
0.0413586,0.0348114,0.0493496,
0.044278,0.0351366,0.049958,
0.0478536,0.0365979,0.0504545,
0.0501554,0.0401349,0.0499532,
0.050163,0.0439409,0.0489626,
0.0486449,0.0456539,0.0484676,
0.0474997,0.0452385,0.048157,
0.0481155,0.0450263,0.0469937,
0.0501589,0.046852,0.0450924,
0.0518561,0.0497891,0.0435191,
0.0515359,0.0512777,0.0423782,
0.0490968,0.0502681,0.040639,
0.0461051,0.0485161,0.0380097,
0.044425,0.0484194,0.0354762,
0.0445743,0.0500554,0.0335396,
0.0452632,0.0510799,0.0313336,
0.0445381,0.0496267,0.0282088,
0.0415271,0.0466251,0.0249225,
